RevenueID,ME_DATE_SEIZEDDEFENDANT_S_NAME,ME_DATE_RECEIVED,ME_DEFENDANT_S_NAME,ME_DOCKET_NO,ME_ASSETS_SEIZED,ME_CURRENCY_SEIZED,ME_DISTRIBUTION_BY_AGENCY,ME_PROSECUTOR,ME_DATE_OF_FINAL_ORDER,ME_sheet,ME_position_1,ID,STATE,RevenueID2,YEAR,UNIT_TYPE,PROP_TYPE,REV,PROCD_TYPE,CONV_TYPE,CASE_NO
23120,,,REDACTION,,,"$1,100.00 ",MDEA 50%; MSP 50%,,,2,2,120,ME,23120,,OTHER,,,,,
23121,12/22/2014,1/13/2015 0:00,REDACTION,KENSCCR-14-1284,,"$2,640.00 ",Augusta PD 50%; Oakland PD 50%,"Katie Sibley, AAG",3/5/2017,2,3,121,ME,23121,2017,PROPERTY,CURRENCY,2640,,,KENSCCR-14-1284
23122,8/10/2014,1/14/2015 0:00,REDACTION,YORSCCR-14-1729,,"$7,020.00 ",Old Orchard Beach 100%,"Raphaelle Silver, AAG",2/12/2015,2,4,122,ME,23122,2015,PROPERTY,CURRENCY,7020,,,YORSCCR-14-1729
23123,1/2/2015,1/15/2015 0:00,REDACTION,KENSCCR-14- ,,"$1,240.00 ",Winthrop PD 100%,"Katie Sibley, AAG",,2,5,123,ME,23123,,OTHER,,,,,KENSCCR-14- 
23124,,1/9/2015 0:00,REDACTION,CUMCR-,,"$1,230.00 ",,"Lea-Anne Sutton, AAG",,2,6,124,ME,23124,,OTHER,,,,,CUMCR-
23125,,1/9/2015 0:00,REDACTION,CUMCR-,,"$1,285.00 ",Windham PD 100%,"Lea-Anne Sutton, AAG",,2,7,125,ME,23125,,OTHER,,,,,CUMCR-
23126,,1/9/2015 0:00,REDACTION,CUMCR-,,"$3,245.00 ",Portland PD 100%,"Lea-Anne Sutton, AAG",,2,8,126,ME,23126,,OTHER,,,,,CUMCR-
23127,,1/9/2015 0:00,REDACTION,CUMCR-,,$487.00 ,Portland PD 100%,"Lea-Anne Sutton, AAG",,2,9,127,ME,23127,,OTHER,,,,,CUMCR-
23128,12/6/2013,1/9/2015 0:00,REDACTION,YORSCCR-13-2962,10 firearms,,Buxton PD and MDEA,"Raphaelle Silver, AAG",ATF - case went Federal 10/23/15,2,10,128,ME,23128,,OTHER,,,,,YORSCCR-13-2962
23129,12/15/2014,1/20/2015 0:00,REDACTION,LINCR-14-437,,"$1,008.00 ",MDEA 50%; Sag SO 50%,"Jamie Guerrette, AAAG",10/21/2015,2,11,129,ME,23129,2015,PROPERTY,CURRENCY,1008,,,LINCR-14-437
23130,3/31/2013,1/23/2015 0:00,REDACTION,HANCR-13-044,,"$10,273.00 ",Hancock County 80%; MDEA 20%,"Patrick Larson, AAG",4/30/2015,2,12,130,ME,23130,2015,PROPERTY,CURRENCY,10273,,,HANCR-13-044
23131,,,,HANCR-13-044,2007 Cadillac ,,Ellsworth PD ,"Patrick Larson, AAG",4/30/2015,2,13,131,ME,23131,2015,OTHER,,,,,HANCR-13-044
23132,9/18/2013,11/12/2013 0:00,REDACTION,YORSCCR-14-85,,$859.00 ,MDEA 100%,"Raphaelle Silver, AAG",1/26/2015,2,14,132,ME,23132,2015,PROPERTY,CURRENCY,859,,,YORSCCR-14-85
23133,9/12/2012,1/30/2015 0:00,REDACTION,PENSC-12-3575,,"$6,793.00 ",MDEA 100%,"Patrick Larson, AAG",3/3/2015,2,15,133,ME,23133,2015,PROPERTY,CURRENCY,6793,,,PENSC-12-3575
23134,10/11/2013,11/14/2013 0:00,REDACTION,KNOCR-13-282,vehicle ,,Belfast PD 100%,"Katie Sibley, AAG",1/26/2015,2,16,134,ME,23134,2015,OTHER,,,,,KNOCR-13-282
23135,9/16/2011,2/4/2015 0:00,REDACTION,MACCR-11-200,,"$15,405.00 ",MDEA 20%; Hancock County 80%,"Patrick Larson, AAG",3/10/2015,2,17,135,ME,23135,2015,PROPERTY,CURRENCY,15405,,,MACCR-11-200
23136,,,REDACTION,"           """,,$340.00 ,Hancock County 100%,"Patrick Larson, AAG",3/10/2015,2,18,136,ME,23136,2015,PROPERTY,CURRENCY,340,,,"           """
23137,,,REDACTION,"           """,German Sport gun ,,MDEA 100%,"Patrick Larson, AAG",3/10/2015,2,19,137,ME,23137,2015,OTHER,,,,,"           """
23138,,,REDACTION,"           """,Duro Power Generator ,,MDEA 100%,"Patrick Larson, AAG",3/10/2015,2,20,138,ME,23138,2015,OTHER,,,,,"           """
23139,1/21/2015,2/6/2015 0:00,REDACTION,,,"$1,230.00 ",Oakland PD 50%; Waterville PD 50%,"Katie Sibley, AAG",,2,21,139,ME,23139,,OTHER,,,,,
23140,2/3/2015,2/6/2015 0:00,REDACTION,KENNCR-15-151,,"$3,900.00 ",MDEA 50%; MSP 25%; Rockland PD 25%,"Katie Sibley, AAG",6/22/2015,2,22,140,ME,23140,2015,PROPERTY,CURRENCY,3900,,,KENNCR-15-151
23141,,,REDACTION,KENNCR-15-151,2 Taurus handguns ,,MDEA 100%,"Katie Sibley, AAG",6/22/2015,2,23,141,ME,23141,2015,OTHER,,,,,KENNCR-15-151
23142,,2/9/2015 0:00,REDACTION,SOMCV-14-45,,$765.00 ,Somerset Couny  SO 100%,"Brent Davis, ADA",,2,24,142,ME,23142,,OTHER,,,,,SOMCV-14-45
23143,9/6/2009,9/24/2009 0:00,REDACTION,OXFCR-09-354,,"$11,248.00 ",MDEA 40%; Paris PD 30%; Oxford PD 30%,"David Fisher, AAG",2/5/2015,2,25,143,ME,23143,2015,PROPERTY,CURRENCY,11248,,,OXFCR-09-354
23144,11/14/2013,12/12/2014 0:00,REDACTION,YORCR-13-2750,,"$1,272.00 ",York County SO 50%; MSP 50%,"Raphaelle Silver, AAG",9/29/2016,2,26,144,ME,23144,2016,PROPERTY,CURRENCY,1272,,,YORCR-13-2750
23145,8/15/2013,2/13/2015 0:00,REDACTION,YORCR-14-115,,"$3,210.00 ",MDEA 75%; Saco PD 25%,"Raphaelle Silver, AAG",,2,27,145,ME,23145,,OTHER,,,,,YORCR-14-115
23146,1/14/2015,2/18/2015 0:00,REDACTION,ANDCR-15-75,,"$2,800.00 ",MDEA 100%,"David Fisher, AAG",,2,28,146,ME,23146,,OTHER,,,,,ANDCR-15-75
23147,7/22/2013,2/20/2015 0:00,REDACTION,PENSC-13-2928,,"$1,824.00 ",Brewer PD 100%,"Patrick Larson, AAG",4/15/2015,2,29,147,ME,23147,2015,PROPERTY,CURRENCY,1824,,,PENSC-13-2928
23148,10/31/2013,2/6/2015 0:00,REDACTION,CUMCR-,,$977.25 ,MDEA 100%,"Lea-Anne Sutton, AAG",,2,30,148,ME,23148,,OTHER,,,,,CUMCR-
23149,2/20/2015,2/25/2015 0:00,REDACTION,SAGCR-15-185,2011 Subaru  ,,Belfast PD 100%,"Jamie Guerrette, AAAG",10/27/2016,2,31,149,ME,23149,2016,OTHER,,,,,SAGCR-15-185
23150,11/7/2013,1/13/2014 0:00,REDACTION,ANDCR-13-1311,,"$4,491.00 ",Auburn PD 100%,"David Fisher, AAG",2/24/2015,2,32,150,ME,23150,2015,PROPERTY,CURRENCY,4491,,,ANDCR-13-1311
23151,5/15/2014,6/2/2014 0:00,REDACTION,ANDCR-14-528,,"$19,161.00 ",MDEA 100%,"David Fisher, AAG",2/24/2015,2,33,151,ME,23151,2015,PROPERTY,CURRENCY,19161,,,ANDCR-14-528
23152,10/18/2013,3/2/2015 0:00,REDACTION,HANCR-13-207,,"$12,455.00 ",Ellsworth PD 100%,"Patrick Larson, AAG",4/30/2015,2,34,152,ME,23152,2015,PROPERTY,CURRENCY,12455,,,HANCR-13-207
23153,10/18/2013,3/2/2015 0:00,REDACTION,HANCR-13-207,,"$1,319.00 ",Ellsworth PD 100%,"Patrick Larson, AAG",4/30/2015,2,35,153,ME,23153,2015,PROPERTY,CURRENCY,1319,,,HANCR-13-207
23154,10/2/2014,2/27/2015 0:00,REDACTION,OXFCR-14-424,,"$2,156.00 ",Norway PD 100%,"David Fisher, AAG",11/2/2015,2,36,154,ME,23154,2015,PROPERTY,CURRENCY,2156,,,OXFCR-14-424
23155,9/23/2014,2/27/2015 0:00,REDACTION,OXFCR-14-448,3 firearms ,,MDEA 100%,"David Fisher, AAG",15-Nov,2,37,155,ME,23155,2015,OTHER,,,,,OXFCR-14-448
23156,1/22/2015,2/17/2015 0:00,REDACTION,KNOCR-15-021,2012 Toyota PU ,,MSP 100%,"Katie Sibley, AAG",5/22/2015,2,38,156,ME,23156,2015,OTHER,,,,,KNOCR-15-021
23157,1/22/2015,2/17/2015 0:00,REDACTION,KNOCR-15-021,2 firearms ,,MDEA 100%,"Katie Sibley, AAG",5/22/2015,2,39,157,ME,23157,2015,OTHER,,,,,KNOCR-15-021
23158,1/23/2015,2/17/2015 0:00,REDACTION,KNOCR-15-021,,"$132,036.00 ",MDEA 34%; MSP 33%; Rockland PD 33%,"Katie Sibley, AAG",5/22/2015,2,40,158,ME,23158,2015,PROPERTY,CURRENCY,132036,,,KNOCR-15-021
23159,1/22/2015,2/17/2015 0:00,REDACTION,KNOCR-15-021,,"$4,410.00 ",MDEA 50%; MSP 50%,"Katie Sibley, AAG",5/22/2015,2,41,159,ME,23159,2015,PROPERTY,CURRENCY,4410,,,KNOCR-15-021
23160,2/19/2015,3/3/2015 0:00,REDACTION,,,"$2,402.00 ",MDEA 100%,"David Fisher, AAG",,2,42,160,ME,23160,,OTHER,,,,,
23161,4/18/2014,3/4/2015 0:00,REDACTION,FRACR-14-309,,"$144,008.00 ",Franklin County SO 65%; MDEA 20%; MSP 15%,"Joshua Robbins, ADA",3/19/2015,2,43,161,ME,23161,2015,PROPERTY,CURRENCY,144008,,,FRACR-14-309
23162,6/22/2014,3/4/2015 0:00,REDACTION,FRACR-14-753,,$573.00 ,MSP 100%,"Joshua Robbins, ADA",,2,44,162,ME,23162,,OTHER,,,,,FRACR-14-753
23163,,3/4/2015 0:00,REDACTION,CUMCR-,firearm ,,Westbrook PD 100%,"Lea-Anne Sutton, AAG",,2,45,163,ME,23163,,OTHER,,,,,CUMCR-
23164,8/11/2014,3/4/2015 0:00,REDACTION,CUMCR-,,"$1,402.00 ",MDEA 100%,"Lea-Anne Sutton, AAG",,2,46,164,ME,23164,,OTHER,,,,,CUMCR-
23165,,3/4/2015 0:00,REDACTION,CUMCR-,,$600.00 ,MDEA 100%,"Lea-Anne Sutton, AAG",,2,47,165,ME,23165,,OTHER,,,,,CUMCR-
23166,12/30/2014,3/5/2014 0:00,REDACTION,ANDCR-13-1394/95,,"$3,798.00 ",Auburn PD 100%,"David Fisher, AAG",6/21/2016,2,48,166,ME,23166,2016,PROPERTY,CURRENCY,3798,,,ANDCR-13-1394/95
23167,7/3/2013,3/9/2015 0:00,REDACTION,PENCR-13-2635,,$326.00 ,Bangor PD 100%,"Patrick Larson, AAG",12/13/2016,2,49,167,ME,23167,2016,PROPERTY,CURRENCY,326,,,PENCR-13-2635
23168,10/8/2014,3/13/2015 0:00,REDACTION,CUMCR-14-6690,,"$1,310.00 ",MDEA,"Lea-Anne Sutton, AAG",,2,50,168,ME,23168,,OTHER,,,,,CUMCR-14-6690
23169,12/7/2013,3/17/2015 0:00,REDACTION,LEWDCCR-13-3423,,"$1,298.00 ",Lewiston PD 100%,"Claire Andrews, ADA",,2,51,169,ME,23169,,OTHER,,,,,LEWDCCR-13-3423
23170,10/16/2014,3/17/2015 0:00,REDACTION,ANDCR-15-274,,"$1,082.00 ",Lewiston PD 100%,"David Fisher, AAG",2/16/2017,2,52,170,ME,23170,2017,PROPERTY,CURRENCY,1082,,,ANDCR-15-274
23171,2/1/2014,3/18/2015 0:00,REDACTION,CARSC-CR-14-073,,"$1,166.00 ",Maine Warden Service,"Kurt Kafferlin, ADA",,2,53,171,ME,23171,,OTHER,,,,,CARSC-CR-14-073
23172,,,REDACTION,CARSC-CR-14-073,2005 Polaris  snowmobile ,,Maine Warden Service,"Kurt Kafferlin, ADA",,2,54,172,ME,23172,,OTHER,,,,,CARSC-CR-14-073
23173,4/10/2014,6/2/2014 0:00,REDACTION,ANDCR-15-277,,"$3,846.00 ",MDEA 100%,"David Fisher, AAG",,2,55,173,ME,23173,,OTHER,,,,,ANDCR-15-277
23174,3/5/2015,3/18/2015 0:00,REDACTION,,Watch appraised ,"$21,995.00 ",MDEA 100%,"David Fisher, AAG",being returned,2,56,174,ME,23174,,OTHER,,,,,
23175,,,REDACTION,ANDCV-15,,"$29,215.00 ",MDEA 50%; MSP 50%,"David Fisher, AAG",,2,57,175,ME,23175,,OTHER,,,,,ANDCV-15
23176,3/16/2015,3/18/2015 0:00,REDACTION,ANDCR-15-346,,"$18,460.00 ",MDEA 34%; MSP 33%; Auburn PD 33%,"David Fisher, AAG",8/11/2015,2,58,176,ME,23176,2015,PROPERTY,CURRENCY,18460,,,ANDCR-15-346
23177,10/7/2014,3/20/2015 0:00,REDACTION,KENNCR-14-1032,,"$1,074.00 ",MSP 100%,Maeghan Maloney DA,,2,59,177,ME,23177,,OTHER,,,,,KENNCR-14-1032
23178,2/7/2014,5/9/2014 0:00,REDACTION,HANCR-14-128,,"$3,002.00 ",Bangor PD 50%; Penobscot SO 50%,"Patrick Larson, AAG",9/26/2014,2,60,178,ME,23178,2014,OTHER,CURRENCY,3002,,,HANCR-14-128
23179,3/11/2015,3/20/2015 0:00,REDACTION,PENCR-15-905,,"$2,000.00 ",Bangor PD 100%,"Patrick Larson, AAG",10/1/2015,2,61,179,ME,23179,2015,PROPERTY,CURRENCY,2000,,,PENCR-15-905
23180,10/28/2014,3/24/2015 0:00,REDACTION,CUMCR-14-7090,,$735.00 ,MDEA 100%,"Lea-Anne Sutton, AAG",,2,62,180,ME,23180,,OTHER,,,,,CUMCR-14-7090
23181,6/16/2014,7/8/2014 0:00,REDACTION,ANDCV-15,Saab                            ,"$4,932.00 ",Auburn PD 75%; MDEA 25%; Auburn PD Saab ,"David Fisher, AAG",,2,63,181,ME,23181,,OTHER,,,,,ANDCV-15
23182,12/3/2013,2/7/2014 0:00,REDACTION,ANDCR-13-1388,,"$2,056.00 ",MDEA 100%,"David Fisher, AAG",3/17/2015,2,64,182,ME,23182,2015,PROPERTY,CURRENCY,2056,,,ANDCR-13-1388
23183,10/26/2012,5/14/2013 0:00,REDACTION,ANDCR-13-534,,"$1,340.00 ",MDEA 50%; MSP 50%,"David Fisher, AAG",3/17/2015,2,65,183,ME,23183,2015,PROPERTY,CURRENCY,1340,,,ANDCR-13-534
23184,2/6/2015,4/1/2015 0:00,REDACTION,,16 firearms ,,MDEA 100% for destruction,"David Fisher, AAG",,2,66,184,ME,23184,,OTHER,,,,,
23185,3/4/2015,4/6/2015 0:00,REDACTION,PENSCCR-15-783,,,See: Yammar Dockery,"Janice Stuver, AAG",,2,67,185,ME,23185,,OTHER,,,,,PENSCCR-15-783
23186,3/4/2015,4/6/2015 0:00,REDACTION,PENSCCR-15-706,,,See: Yammar Dockery,"Janice Stuver, AAG",,2,68,186,ME,23186,,OTHER,,,,,PENSCCR-15-706
23187,3/4/2015,4/6/2015 0:00,REDACTION,PENSCCR-15-706,,,See: Yammar Dockery,"Janice Stuver, AAG",,2,69,187,ME,23187,,OTHER,,,,,PENSCCR-15-706
23188,3/4/2015,4/6/2015 0:00,REDACTION,PENSCCR-15-706,,,See: Yammar Dockery,"Janice Stuver, AAG",,2,70,188,ME,23188,,OTHER,,,,,PENSCCR-15-706
23189,3/5/2015,4/6/2015 0:00,REDACTION,PENSCCR-15-705,2 firearms/surveillance sys.,"$14,546.00 ",MDEA; Bangor PD; MDEA - firearms & surveillance sys.,"Janice Stuver, AAG",,2,71,189,ME,23189,,OTHER,,,,,PENSCCR-15-705
23190,3/4/2015,4/6/2015 0:00,REDACTION,PENSCCR-15-706,,,See: Yammar Dockery,"Janice Stuver, AAG",,2,72,190,ME,23190,,OTHER,,,,,PENSCCR-15-706
23191,3/28/2014,4/10/2015 0:00,REDACTION,WALDOCR-14-45,,"$1,194.00 ",MDEA 50%; Belfast PD 50%,"Neil McLean, ADA",,2,73,191,ME,23191,,OTHER,,,,,WALDOCR-14-45
23192,12/13/2013,4/9/2015 0:00,REDACTION,ANDCR-13-1464,,"$3,592.62 ",Auburn PD 100%,"David Fisher, AAG",5/29/2015,2,74,192,ME,23192,2015,PROPERTY,CURRENCY,3593,,,ANDCR-13-1464
23193,3/6/2014,4/15/2015 0:00,REDACTION,KENNSCCR-14-494,,"$1,500.00 ",MSP 100%,Maeghan Maloney DA,,2,75,193,ME,23193,,OTHER,,,,,KENNSCCR-14-494
23194,1/21/2015,3/13/2015 0:00,REDACTION,KENNSCCR-15-76,,$860.00 ,Oakland PD 100% ,"Katie Sibley, AAG",4/17/2015,2,76,194,ME,23194,2015,PROPERTY,CURRENCY,860,,,KENNSCCR-15-76
23195,3/31/2015,4/28/2015 0:00,REDACTION,SAGSCCR-15-458,,"$1,600.00 ",Sagadahoc County SO 50%; Bath PD 50%,"Johnathan Nathans, AAG",6/6/2016,2,77,195,ME,23195,2016,PROPERTY,CURRENCY,1600,,,SAGSCCR-15-458
23196,12/10/2013,7/11/2014 0:00,REDACTION,HANCR-13-461,,"$1,425.00 ",Ellsworth PD 100%,"Patrick Larson, AAG",4/16/2015,2,78,196,ME,23196,2015,PROPERTY,CURRENCY,1425,,,HANCR-13-461
23197,4/2/2015,5/5/2015 0:00,REDACTION,KNOCR-15-113,,$925.00 ,MDEA 100%,"Katie Sibley, AAG",,2,79,197,ME,23197,,OTHER,,,,,KNOCR-15-113
23198,,,REDACTION,KENNCR-15-170,one handgun             ,,Augusta PD 100%,"Katie Sibley, AAG",7/24/2015,2,80,198,ME,23198,2015,OTHER,,,,,KENNCR-15-170
23199,4/23/2015,5/5/2015 0:00,REDACTION,KENNCR-15-170,,"$2,000.00 ",Augusta PD 100%,"Katie Sibley, AAG",7/24/2015,2,81,199,ME,23199,2015,PROPERTY,CURRENCY,2000,,,KENNCR-15-170
23200,12/3/2014,5/6/2015 0:00,REDACTION,YORCR-14-2684,,"$1,308.00 ",Sanford PD 100%,"Raphaelle Silver, AAG",12/2/2015,2,82,200,ME,23200,2015,PROPERTY,CURRENCY,1308,,,YORCR-14-2684
23201,5/4/2015,5/6/2015 0:00,REDACTION,KENNCR-15-291,2004 Volkswagen Passat ,,Oakland PD 100% ,"Katie Sibley, AAG",3/7/2016,2,83,201,ME,23201,2016,OTHER,,,,,KENNCR-15-291
23202,5/20/2013,8/21/2013 0:00,REDACTION,OXFCR-13-213,2 firearms;                 ,"$4,427.00 ",MDEA; Oxford County SO; Rumford PD,"David Fisher, AAG",4/16/2015,2,84,202,ME,23202,2015,PROPERTY,CURRENCY,4427,,,OXFCR-13-213
23203,4/14/2015,5/8/2015 0:00,REDACTION,YORCR-15-821,,"$1,040.00 ",MDEA 100%,"Raphaelle Silver, AAG",11/19/2015,2,85,203,ME,23203,2015,PROPERTY,CURRENCY,1040,,,YORCR-15-821
23204,5/12/2014,5/13/2015 0:00,REDACTION,PENCR-14-1715,.380 firearm               ,,Brewer PD 100%,"Patrick Larson, AAG",6/11/2015 & 09/21/15,2,86,204,ME,23204,,OTHER,,,,,PENCR-14-1715
23205,5/12/2014,5/13/2015 0:00,REDACTION,PENCR-14-1715,,"$1,631.00 ",Brewer PD 100%,"Patrick Larson, AAG",6/11/2015,2,87,205,ME,23205,2015,PROPERTY,CURRENCY,1631,,,PENCR-14-1715
23206,12/13/2012,12/28/2012 0:00,REDACTION,ANDCR-12-1364,,"$3,850.00 ",MDEA 100%,"David Fisher, AAG",5/29/2015,2,88,206,ME,23206,2015,PROPERTY,CURRENCY,3850,,,ANDCR-12-1364
23207,2/12/2013,2/21/2013 0:00,REDACTION,KNOCR-13-30,,"$1,515.00 ",Lincoln County SO 50%; MDEA 50%,"Katie Sibley, AAG",5/13/2015,2,89,207,ME,23207,2015,PROPERTY,CURRENCY,1515,,,KNOCR-13-30
23208,4/30/2015,5/19/2015 0:00,REDACTION,ANDCR-15-501,,$842.00 ,MDEA 100%,"David Fisher, AAG",4/29/2016,2,90,208,ME,23208,2016,PROPERTY,CURRENCY,842,,,ANDCR-15-501
23209,4/22/2015,5/19/2015 0:00,REDACTION,ANDCR-15-481,,"$2,231.00 ",MDEA 100%,"David Fisher, AAG",money returned; not drug related,2,91,209,ME,23209,,OTHER,,,,,ANDCR-15-481
23210,5/12/2015,5/20/2015 0:00,REDACTION,PENSCCR-15-1626,,"$47,024.00 ",75% MDEA; 25% Bangor PD,"Patrick Larson, AAG",8/15/2016,2,92,210,ME,23210,2016,PROPERTY,CURRENCY,47024,,,PENSCCR-15-1626
23211,5/12/2015,5/20/2015 0:00,REDACTION,,,$404.00 ,Sanford PD 100%,"Patrick Larson, AAG",,2,93,211,ME,23211,,OTHER,,,,,
23212,5/12/2015,5/20/2015 0:00,REDACTION,,,$118.00 ,Sanford PD 100%,"Patrick Larson, AAG",,2,94,212,ME,23212,,OTHER,,,,,
23213,2/2/2015,5/21/2015 0:00,REDACTION,CUMCR-15-603,,"$1,340.00 ",50% MDEA; 50% Sagadahoc County SO,"Lea-Anne Sutton, AAG",,2,95,213,ME,23213,,OTHER,,,,,CUMCR-15-603
23214,5/30/2014,5/20/2015 0:00,REDACTION,PENCR-14-2016," AK-47, 2007 Saturn,  ",,Brewer PD 100%,"Patrick Larson, AAG",6/24/2015,2,96,214,ME,23214,2015,OTHER,,,,,PENCR-14-2016
23215,5/30/2014,5/20/2015 0:00,REDACTION,PENCR-14-2016,,"$2,983.00 ",Brewer PD 100%,"Patrick Larson, AAG",6/24/2015,2,97,215,ME,23215,2015,PROPERTY,CURRENCY,2983,,,PENCR-14-2016
23216,2/21/2015,5/20/2015 0:00,REDACTION,CUMCR-15-1016,,"$2,476.00 ",Portland PD 100%,"Lea-Anne Sutton, AAG",,2,98,216,ME,23216,,OTHER,,,,,CUMCR-15-1016
23217,10/7/2014,5/26/2015 0:00,REDACTION,CUMCR-15-750,,$550.00 ,MSP 100%,"Hannah May, ADA",,2,99,217,ME,23217,,OTHER,,,,,CUMCR-15-750
23218,5/14/2015,5/26/2015 0:00,REDACTION,ANDSCCR-15-084,,"$14,258.00 ",Lewiston PD 100%,Johanna Gauvreau,4/29/2016,2,100,218,ME,23218,2016,PROPERTY,CURRENCY,14258,,,ANDSCCR-15-084
23219,5/13/2015,5/29/2015 0:00,REDACTION,ANDSCCR-15-84,,"$1,460.00 ",MDEA 100%,"Johanna Gauvreau, AAG",,2,101,219,ME,23219,,OTHER,,,,,ANDSCCR-15-84
23220,5/13/2015,5/29/2015 0:00,REDACTION,ANDCR-15-318,,"$6,466.00 ",MDEA 75%; MSP 25%,"David Fisher, AAG",11/16/2016,2,102,220,ME,23220,2016,PROPERTY,CURRENCY,6466,,,ANDCR-15-318
23221,5/20/2015,5/29/2015 0:00,REDACTION,ANDSCCR-15-309,,"$1,857.00 ",Auburn PD 100%,"Johanna Gauvreau, AAG",4/29/2016,2,103,221,ME,23221,2016,PROPERTY,CURRENCY,1857,,,ANDSCCR-15-309
23222,5/13/2015,5/29/2015 0:00,REDACTION,ANDSCCR-15-088,,$736.00 ,MDEA 100%,"David Fisher, AAG",4/12/2016,2,104,222,ME,23222,2016,PROPERTY,CURRENCY,736,,,ANDSCCR-15-088
23223,1/9/2014,5/21/2014 0:00,REDACTION,ANDCR-14-493,,"$2,414.00 ",MSP 100%,"David Fisher, AAG",5/26/2015,2,105,223,ME,23223,2015,PROPERTY,CURRENCY,2414,,,ANDCR-14-493
23224,8/29/2014,6/3/2015 0:00,REDACTION,CUMCR-14-5834,,$878.00 ,Westbrook PD 100%,"Lea-Anne Sutton, AAG",,2,106,224,ME,23224,,OTHER,,,,,CUMCR-14-5834
23225,9/2/2014,6/3/2015 0:00,REDACTION,CUMCR-14-5751,,"$3,799.00 ",MDEA 100%,"Lea-Anne Sutton, AAG",,2,107,225,ME,23225,,OTHER,,,,,CUMCR-14-5751
23226,12/16/2014,6/4/2015 0:00,REDACTION,SOMCV-14-48,,$654.00 ,Somerset County Sheriff's Dept. 100%,"Brent Davis, ADA",,2,108,226,ME,23226,,OTHER,,,,,SOMCV-14-48
23227,6/3/2015,6/4/2015 0:00,REDACTION,LINCR-15-174,AR-15 assault rifle ,,MDEA 100%,"Jamie Guerrette, AAAG",2/17/2016,2,109,227,ME,23227,2016,OTHER,,,,,LINCR-15-174
23228,6/3/2015,6/4/2015 0:00,REDACTION,LINCR-15-172,,"$2,118.00 ",34% MDEA; 33% MSP; 33% Lincoln SO,"Jamie Guerrette, AAAG",10/21/2015,2,110,228,ME,23228,2015,PROPERTY,CURRENCY,2118,,,LINCR-15-172
23229,11/12/2014,6/9/2015 0:00,REDACTION,YORCR-14-2504,,$786.00 ,Saco PD 100%,"Raphaelle Silver, AAG",5/12/2016,2,111,229,ME,23229,2016,PROPERTY,CURRENCY,786,,,YORCR-14-2504
23230,11/7/2014,5/13/2015 0:00,REDACTION,PENCR-14-4071,,"$8,360.00 ",Brewer PD 100%,"Patrick Larson, AAG",6/11/2015,2,112,230,ME,23230,2015,PROPERTY,CURRENCY,8360,,,PENCR-14-4071
23231,8/28/2014,6/22/2015 0:00,REDACTION,HANCR-14-1097,,$486.00 ,Hancock County SO 100%,"Patrick Larson, AAG",9/1/2015,2,113,231,ME,23231,2015,PROPERTY,CURRENCY,486,,,HANCR-14-1097
23232,5/7/2015,6/22/2015 0:00,REDACTION,KNOCR-15-,2009 Acura ,,MSP 100%,"Katie Sibley, AAG",10/22/2015,2,114,232,ME,23232,2015,OTHER,,,,,KNOCR-15-
23233,1/14/2015,2/13/2015 0:00,REDACTION,SAGCR-15-466,,$889.00 ,Bath PD 100%,"Jamie Guerrette, AAAG",,2,115,233,ME,23233,,OTHER,,,,,SAGCR-15-466
23234,4/13/2015,6/24/2015 0:00,REDACTION,CUMCR-15-2098,,"$2,467.00 ",,"Lea-Anne Sutton, AAG",,2,116,234,ME,23234,,OTHER,,,,,CUMCR-15-2098
23235,6/17/2015,6/25/2015 0:00,REDACTION,YORCR-15-,,"$3,700.00 ",Biddeford PD 75%; MDEA 25%,"Raphaelle Silver, AAG",,2,117,235,ME,23235,,OTHER,,,,,YORCR-15-
23236,9/28/2010,5/17/2011 0:00,REDACTION,YORCR-10-2004,,"$1,120.00 ",York County SO 100% ,"Raphaelle Silver, AAG",7/6/2015,2,118,236,ME,23236,2015,PROPERTY,CURRENCY,1120,,,YORCR-10-2004
23237,2/7/2015,6/29/2015 0:00,REDACTION,ANDCR-15-186,,$827.87 ,Lewiston PD 100%,"David Fisher, AAG",8/5/2015,2,119,237,ME,23237,2015,PROPERTY,CURRENCY,828,,,ANDCR-15-186
23238,7/11/2014,6/29/2015 0:00,REDACTION,ANDCR-15-187,,$896.75 ,Lewiston PD 100%,"David Fisher, AAG",8/5/2015,2,120,238,ME,23238,2015,PROPERTY,CURRENCY,897,,,ANDCR-15-187
23239,3/18/2015,7/1/2015 0:00,REDACTION,PENCR-15-973,,"$1,075.00 ",Brewer PD 100%,"Patrick Larson, AAG",9/2/2015,2,121,239,ME,23239,2015,PROPERTY,CURRENCY,1075,,,PENCR-15-973
23240,6/11/2015,7/2/2015 0:00,REDACTION,KENNCR-15-593,,"$2,826.00 ",Augusta PD 100%,"Katie Sibley, AAG",11/17/2015,2,122,240,ME,23240,2015,PROPERTY,CURRENCY,2826,,,KENNCR-15-593
23241,9/28/2014,6/8/2015 0:00,REDACTION,YORCR-14-2189,,"$1,010.00 ",Saco PD 100%,"Raphaelle Silver, AAG",7/14/2015,2,123,241,ME,23241,2015,PROPERTY,CURRENCY,1010,,,YORCR-14-2189
